
time,npos,epos,alt,phi,theta,psi,vel,alpha,beta,p,q,r,nx,ny,nz,mach,qbar,ps,thrust,ele,ail,rud

 0.00000, 0.00000, 0.00000,10000.00000, 0.00000, 3.66107, 0.00000,500.00000, 3.66107, 0.00000, 0.00000, 0.00000, 0.00000,2110.32836,-2.02784,-0.08632, 0.06835, 5.13523, 1.00000,2110.32836,-2.02784,-0.08632, 0.06835,
 0.10000, 0.00000, 0.00000,10000.00000, 0.00000, 3.66107, 0.00000,500.00000, 3.66107, 0.00000, 0.00000, 0.00000, 0.00000,2110.32836,-2.02784,-0.08632, 0.06835, 5.13523, 1.00000,2110.32836,-2.02784,-0.08632, 0.06835,
 0.20000, 0.00000, 0.00000,10000.00000, 0.00000, 3.66107, 0.00000,500.00000, 3.66107, 0.00000, 0.00000, 0.00000, 0.00000,2110.32836,-2.02784,-0.08632, 0.06835, 5.13523, 1.00000,2110.32836,-2.02784,-0.08632, 0.06835,
 0.30000, 0.00000, 0.00000,10000.00000, 0.00000, 3.66107, 0.00000,500.00000, 3.66107, 0.00000, 0.00000, 0.00000, 0.00000,2110.32836,-2.02784,-0.08632, 0.06835, 5.13523, 1.00000,2110.32836,-2.02784,-0.08632, 0.06835,
 0.40000, 0.00000, 0.00000,10000.00000, 0.00000, 3.66107, 0.00000,500.00000, 3.66107, 0.00000, 0.00000, 0.00000, 0.00000,2110.32836,-2.02784,-0.08632, 0.06835, 5.13523, 1.00000,2110.32836,-2.02784,-0.08632, 0.06835,
 0.50000, 0.00000, 0.00000,10000.00000, 0.00000, 3.66107, 0.00000,500.00000, 3.66107, 0.00000, 0.00000, 0.00000, 0.00000,2110.32836,-2.02784,-0.08632, 0.06835, 5.13523, 1.00000,2110.32836,-2.02784,-0.08632, 0.06835,
 0.60000, 0.00000, 0.00000,10000.00000, 0.00000, 3.66107, 0.00000,500.00000, 3.66107, 0.00000, 0.00000, 0.00000, 0.00000,2110.32836,-2.02784,-0.08632, 0.06835, 5.13523, 1.00000,2110.32836,-2.02784,-0.08632, 0.06835,
 0.70000, 0.00000, 0.00000,10000.00000, 0.00000, 3.66107, 0.00000,500.00000, 3.66107, 0.00000, 0.00000, 0.00000, 0.00000,2110.32836,-2.02784,-0.08632, 0.06835, 5.13523, 1.00000,2110.32836,-2.02784,-0.08632, 0.06835,
 0.80000, 0.00000, 0.00000,10000.00000, 0.00000, 3.66107, 0.00000,500.00000, 3.66107, 0.00000, 0.00000, 0.00000, 0.00000,2110.32836,-2.02784,-0.08632, 0.06835, 5.13523, 1.00000,2110.32836,-2.02784,-0.08632, 0.06835,
 0.90000, 0.00000, 0.00000,10000.00000, 0.00000, 3.66107, 0.00000,500.00000, 3.66107, 0.00000, 0.00000, 0.00000, 0.00000,2110.32836,-2.02784,-0.08632, 0.06835, 5.13523, 1.00000,2110.32836,-2.02784,-0.08632, 0.06835,
